,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More
2441,TX,Robertson,16622,12691.25053,10425.860209999999,2919.542089,0.0
2442,NC,Robeson,134168,114868.6366,97949.32255,0.059194473,0.0
2443,IL,Rock Island,147546,98853.74814,47381.637189999994,1212.050785,0.0
2444,MN,Rock,9687,8176.999101,5707.167424,1407.448405,0.0
2445,NE,Rock,1526,1031.436991,817.5717761,427.5898415,138.1962794
2446,WI,Rock,160331,137111.0598,86821.51013,0.0,0.0
2447,VA,Rockbridge,22307,21669.67348,20179.63741,3557.915977,0.0
2448,KY,Rockcastle,17056,16374.632819999999,13532.26161,24.45269519,0.0
2449,GA,Rockdale,85215,77036.26372,56531.724270000006,0.0,0.0
2450,NC,Rockingham,93643,89120.23691,76233.6169,0.0,0.0
2451,NH,Rockingham,295223,264091.8769,218702.6451,0.0,0.0
2452,VA,Rockingham,76314,71509.6606,63298.362329999996,1147.295888,0.0
2453,NY,Rockland,311687,218911.7261,98481.8906,0.0,0.0
2454,TX,Rockwall,78337,66519.92479,50037.66785,0.0,0.0
2455,OK,Roger Mills,3647,3508.468715,2954.547674,1988.5893260000003,213.7138523
2456,OK,Rogers,86905,82407.23259,69705.52107,4676.534597999999,0.0
2457,ND,Rolette,13937,11411.49874,9508.121291,989.8415763,4.7934042880000005
2458,KS,Rooks,5181,2717.789077,1793.875222,750.2111378,0.0
2459,MT,Roosevelt,10425,8466.839881999998,6772.5233,6021.488579,5699.359611999999
2460,NM,Roosevelt,19846,17230.702080000003,9773.807009999999,1750.524986,773.6008387
2461,MI,Roscommon,24449,21626.474469999997,16731.11277,163.596589,0.0
2462,MN,Roseau,15629,13334.4092,11140.617,4589.684707,343.0635119
2463,MT,Rosebud,9233,6634.456882,4779.994159000001,2227.540858,394.15771110000003
2464,OH,Ross,78064,63562.09696,50973.94812,3326.395713,0.0
2465,CO,Routt,23509,18991.35598,13624.37498,1513.834116,372.9565644
2466,KY,Rowan,23333,20568.702719999997,15905.42565,160.80010819999998,0.0
2467,NC,Rowan,138428,123509.9076,94125.60249,0.0,0.0
2468,TX,Runnels,10501,8862.512744,5313.159859,1803.2050149999998,0.0
2469,IN,Rush,17392,14465.26994,10895.42781,122.60126090000001,0.0
2470,KS,Rush,3307,3306.999993,3306.999993,3306.999993,2199.479209
2471,TX,Rusk,53330,48621.804489999995,41422.73865,5424.70078,0.0
2472,WI,Rusk,14755,13120.744359999999,10715.00259,2670.4963620000003,12.63548012
2473,AL,Russell,52947,43256.00159,24000.8461,2986.609366,13.70454913
2474,KS,Russell,6970,5004.225514,3016.564888,1491.049488,415.0010115
2475,KY,Russell,17565,16188.32278,14524.001569999999,427.54628439999993,0.0
2476,VA,Russell,28897,27851.06322,26534.33026,630.6428702000001,0.0
2477,NC,Rutherford,67810,64523.14694,56931.68387000001,2327.399895,0.0
2478,TN,Rutherford,262604,213228.7122,141003.2081,301.6245484,0.0
2479,VT,Rutland,61642,47813.37081,39054.88757,2038.9494,0.0
2480,LA,Sabine,24233,23126.74105,20793.03125,5563.0056380000005,0.0
2481,TX,Sabine,10834,10468.391679999999,9802.788857,2812.806291,0.0
2482,IA,Sac,10350,8302.557084,7423.151709999999,2045.005652,0.0
2483,CA,Sacramento,1418788,898624.1552,294082.2051,1676.753287,0.0
2484,ME,Sagadahoc,35293,30202.68524,24369.3489,469.11045779999995,0.0
2485,MI,Saginaw,200169,164003.4375,96109.15641,835.1530121000001,0.0
2486,CO,Saguache,6108,6107.999983,6107.999983,5963.326281000001,1669.590267
2487,NJ,Salem,66083,53436.20051,36290.952000000005,0.110059561,0.0
2488,VA,Salem,24802,20551.96592,12408.232090000001,0.0,0.0
2489,AR,Saline,107118,100076.0446,78421.25836,620.5437677,0.0
2490,IL,Saline,24913,21858.47944,17923.64374,669.608058,0.0
2491,KS,Saline,55606,41963.67201,18564.25307,1344.48055,0.0
2492,MO,Saline,23370,17821.44535,11835.46623,1293.094708,0.0
2493,NE,Saline,14200,11995.84215,7847.184402,3430.832328,0.0
2494,UT,Salt Lake,1029655,660821.3455,178948.5164,0.0,0.0
2495,SC,Saluda,19875,18338.30306,16162.817830000002,481.4897573,0.0
2496,NC,Sampson,63431,59406.09892999999,51712.20974,1813.9141789999999,0.0
2497,TX,San Augustine,8865,8307.01007,7214.183013,3166.071841,156.5485416
2498,CA,San Benito,55269,35524.0968,20462.52621,691.5496952999999,178.1671199
2499,CA,San Bernardino,2035210,1354926.2319999998,642847.0674,10366.457690000001,1518.476417
2500,CA,San Diego,3095313,1746976.9719999998,644544.6148,9611.249939,7.039507091
2501,CA,San Francisco,805235,146086.233,27085.2102,0.0,0.0
2502,TX,San Jacinto,26384,25447.89687,24501.457280000002,489.3906295,0.0
2503,CA,San Joaquin,685306,420381.7999,172308.0366,994.1647877,0.0
2504,CO,San Juan,699,699.0000102999999,699.0000102999999,693.7072435,0.0
2505,NM,San Juan,130044,110144.4154,84214.41098,13366.64076,9031.761735
2506,UT,San Juan,14746,12731.11284,10344.93321,6368.874739,5219.066938
2507,WA,San Juan,15769,13319.41161,11430.00654,37.99999918,0.0
2508,CA,San Luis Obispo,269637,197546.0042,104060.2823,6989.009516,617.5999414
2509,CA,San Mateo,718451,330641.73,94044.81749,1432.093276,0.0
2510,CO,San Miguel,7359,4265.111921,3215.98189,693.3446117999999,4.376454342
2511,NM,San Miguel,29393,22601.86222,15017.1881,5528.736189,1693.024787
2512,TX,San Patricio,64804,50606.5654,25296.55458,66.60164496,0.0
2513,TX,San Saba,6131,4646.290989,3677.853931,1864.030618,102.922129
2514,SD,Sanborn,2355,2355.0000059999998,2355.0000059999998,2321.4924079999996,229.9095287
2515,MT,Sanders,11413,9572.545806,8829.931387999999,4776.632127000001,2101.276555
2516,NM,Sandoval,131561,114149.5257,87506.75155,15182.31378,5451.761165999999
2517,OH,Sandusky,60944,47217.86511,29259.784480000002,0.0,0.0
2518,IL,Sangamon,197465,163650.6158,94322.29544,3137.103909,0.0
2519,MI,Sanilac,43114,36885.61588,31107.5035,1440.5107169999999,0.0
2520,UT,Sanpete,27822,22380.39966,14732.61644,1774.351084,0.0
2521,CA,Santa Barbara,423895,233183.8729,82268.2758,3040.565131,206.41480669999999
2522,CA,Santa Clara,1781642,929047.3086,204388.8664,254.03528459999998,0.0
2523,AZ,Santa Cruz,47420,40047.23847,30630.61173,3224.513401,171.31584809999998
2524,CA,Santa Cruz,262382,147898.2351,81725.27259,14.39202136,0.0
2525,NM,Santa Fe,144170,117828.4228,85781.54947,2713.091458,34.42484227
2526,FL,Santa Rosa,151372,135417.5823,106927.1811,2343.6276589999998,0.0
2527,FL,Sarasota,379448,291899.6133,156971.8562,57.89517501,0.0
2528,NY,Saratoga,219607,186112.9835,140563.7061,96.71536338,0.0
2529,ND,Sargent,3829,2978.444012,2889.634043,958.6630150000001,0.0
2530,NE,Sarpy,158840,130358.9255,76882.14496,0.43508086700000004,0.0
2531,WI,Sauk,61976,44008.65435,31077.846260000002,272.39378860000005,0.0
2532,NE,Saunders,20780,15916.895519999998,14314.89436,2960.5426469999998,0.0
2533,WI,Sawyer,16557,15128.479830000002,13827.99014,4792.748461,748.6071003
2534,NY,Schenectady,154727,124788.6461,67524.31656,3047.659034,0.0
2535,TX,Schleicher,3461,2454.401074,1572.607009,367.8170877,98.45186838
2536,GA,Schley,5010,4267.8076,3235.798661,44.3608584,0.0
2537,NY,Schoharie,32749,31541.383439999998,28517.283989999996,1566.09526,0.0
2538,MI,Schoolcraft,8485,6882.9718299999995,5328.00119,2052.572067,500.5046524
2539,IL,Schuyler,7544,6274.827483,4120.399414,966.2443051000001,0.0
2540,MO,Schuyler,4431,4431.000022,4431.000022,3644.4765079999997,0.0
2541,NY,Schuyler,18343,17208.83701,16303.184969999998,0.0,0.0
2542,PA,Schuylkill,148289,102113.7844,70317.6761,0.0,0.0
2543,OH,Scioto,79499,66985.0224,53219.09866,1628.489219,0.0
2544,MO,Scotland,4843,4617.38599,3777.247693,624.990914,0.0
2545,NC,Scotland,36157,31340.49957,25194.61638,902.9707242999999,0.0
2546,AR,Scott,11233,9975.370028,7909.228376999999,1762.7405370000001,67.2026695
2547,IA,Scott,165224,120141.8061,48028.20153,1145.7953220000002,0.0
2548,IL,Scott,5355,3994.9746,3645.018936,223.34101099999998,0.0
2549,IN,Scott,24181,18699.129719999997,14229.71844,0.0,0.0
2550,KS,Scott,4936,1849.953127,1043.980685,448.23882779999997,0.0
2551,KY,Scott,47173,38507.303210000005,26405.724680000003,1200.9488509999999,0.0
2552,MN,Scott,129928,111971.0528,73865.4771,0.0,0.0
2553,MO,Scott,39191,32280.58097,25435.53455,2798.105909,0.0
2554,MS,Scott,28264,25173.008009999998,20973.71526,2493.494884,0.0
2555,TN,Scott,22228,20465.24516,18426.92717,724.6325379,0.0
2556,VA,Scott,23177,20943.08751,19064.488119999998,1711.438989,0.0
2557,NE,Scotts Bluff,36970,31304.00525,20398.00083,1481.268376,0.0
2558,GA,Screven,14593,12930.22222,11676.07741,3073.186039,0.0
2559,TX,Scurry,16921,15156.2897,10999.20165,1135.941742,7.9155265660000005
2560,AR,Searcy,8195,7890.335683,7159.063916,2725.718432,0.071183228
2561,AR,Sebastian,125744,94785.28936,45442.71426,292.6783779,0.0
2562,CO,Sedgwick,2379,1489.957223,1140.714395,448.6515443,8.717173972000001
2563,KS,Sedgwick,498365,385301.1463,199947.8275,1400.790316,0.0
2564,FL,Seminole,422718,323304.5879,169171.4247,0.666476872,0.0
2565,GA,Seminole,8729,7661.98291,6239.321000999999,498.7663473,0.0
2566,OK,Seminole,25482,20063.762619999998,14978.12126,1292.384956,0.0
2567,NY,Seneca,35251,27699.9068,22076.81945,0.0,0.0
2568,OH,Seneca,56745,45533.75329,30746.41878,0.0,0.0
2569,TN,Sequatchie,14112,12823.46295,10421.64821,125.06101969999999,0.0
2570,OK,Sequoyah,42391,35614.42428,27946.592060000003,158.3785565,0.0
2571,AR,Sevier,17058,15927.38514,13776.660530000001,1792.859023,0.0
2572,TN,Sevier,89889,82624.96803999999,67827.95966000001,1735.736432,0.0
2573,UT,Sevier,20802,13992.54253,8845.495174,424.2479487,0.0
2574,KS,Seward,22952,20327.26164,13902.9378,1010.47602,104.6873476
2575,NE,Seward,16750,13793.666940000001,10960.49895,2370.1828969999997,0.0
2576,TX,Shackelford,3378,2386.93656,1317.359944,518.1563017,0.0
2577,MO,Shannon,8441,7994.484119,7393.766389,2466.859644,159.8806456
2578,SD,Shannon,13586,11512.21203,9441.614175,6478.169436,601.4515644999999
2579,MS,Sharkey,4916,3684.396847,2720.141505,323.2890001,0.0
2580,AR,Sharp,17264,16015.95994,13884.45847,1388.813409,0.0
2581,CA,Shasta,177223,139314.2988,90077.2944,4558.255704,34.33476513
2582,WI,Shawano,41949,36938.0878,32337.7913,5871.679507,0.0
2583,KS,Shawnee,177934,143965.4862,80480.29578,4.859028171,0.0
2584,WI,Sheboygan,115507,84948.39954,43984.88355,1052.623501,0.0
2585,AL,Shelby,195085,173957.9022,127596.131,353.198488,0.0
2586,IA,Shelby,12167,10747.0678,8129.094787999999,2352.122711,0.0
2587,IL,Shelby,22363,17988.57389,15371.29889,3479.136117,0.0
2588,IN,Shelby,44436,35318.19998,27435.61075,1307.67419,0.0
2589,KY,Shelby,42074,36749.66361,28648.03038,99.45686788,0.0
2590,MO,Shelby,6373,5434.913712,4675.491437,2547.791513,4.728879238
2591,OH,Shelby,49423,42426.1995,33186.00578,0.0,0.0
2592,TN,Shelby,927644,701193.1988,325761.0783,0.0,0.0
2593,TX,Shelby,25448,22582.338880000003,19283.438430000002,3352.944305,0.0
2594,VA,Shenandoah,41993,36430.19298,28372.077019999997,131.3273058,0.0
2595,MN,Sherburne,88499,79504.88662,64323.082570000006,13.29170362,0.0
2596,KS,Sheridan,2556,2555.999996,2555.999996,2521.2368890000002,1784.3211579999997
2597,MT,Sheridan,3384,2014.3824780000002,1626.094734,1192.6851589999999,182.15085119999998
2598,ND,Sheridan,1321,1321.000007,1321.000007,1085.198599,756.0334987000001
2599,NE,Sheridan,5469,3474.6293570000003,2845.625343,1772.3392489999999,413.6336475
2600,WY,Sheridan,29116,24471.08363,19406.27708,4642.490124,739.7712982
2601,KS,Sherman,6010,5982.7928520000005,5149.865457,673.2438538,21.95717994
2602,NE,Sherman,3152,2548.280726,2078.584129,1163.556133,0.0
2603,OR,Sherman,1765,1601.213999,1598.178545,782.6800228,11.26843426
2604,TX,Sherman,3034,1973.72014,1020.286456,754.1718047999999,1.414831746
2605,MI,Shiawassee,70648,61198.40096,47536.51238,0.0,0.0
2606,ID,Shoshone,12765,8037.452235,5726.365936,502.38560099999995,3.741111952
2607,MN,Sibley,15226,10851.555690000001,9194.700708,498.1778557,0.0
2608,CA,Sierra,3240,3240.000009,3240.000009,2850.997425,48.53518785
2609,NM,Sierra,11988,10732.274370000001,7155.650946,2311.3570760000002,523.9495
2610,MT,Silver Bow,34200,25488.17525,12674.6357,476.912816,129.80516210000002
2611,KY,Simpson,17327,14081.79172,9747.867292,0.0,0.0
2612,MS,Simpson,27503,26107.18124,23017.44738,1812.198644,0.0
2613,IA,Sioux,33704,22935.204169999997,13259.79988,28.37728727,0.0
2614,ND,Sioux,4153,3439.1042799999996,3248.982575,1695.641711,601.8477837
2615,NE,Sioux,1311,1310.999995,1310.999995,858.3085135,741.254595
2616,CA,Siskiyou,44900,37074.34221,27965.47122,6244.070936,1095.7265320000001
2617,AK,Sitka,8881,5066.544569,3261.1209940000003,59.73260224,34.87236052
2618,WA,Skagit,116901,93646.75905,67612.34917999999,1780.932569,22.74043597
2619,AK,Skagway,968,130.0119135,68.16732529,2.999953762,0.15933171699999998
2620,WA,Skamania,11066,10179.93719,9532.847693000002,503.64417189999995,35.7287994
2621,ND,Slope,727,726.9999975,726.9999975,692.3788532000001,337.22247539999995
2622,KS,Smith,3853,3075.4049370000002,2149.1614170000003,1493.985613,2.254088276
2623,MS,Smith,16491,15717.37731,14784.866219999998,2319.399406,0.0
2624,TN,Smith,19166,17789.79724,15863.41344,4.19236958,0.0
2625,TX,Smith,209714,183294.50699999998,128190.8563,97.98468593,0.0
2626,VA,Smyth,32208,30370.771539999998,24856.30843,166.93444580000002,0.0
2627,WA,Snohomish,713335,494700.0913,256702.4675,1165.401372,29.82137631
2628,PA,Snyder,39702,32281.7016,26863.964560000004,1485.3540269999999,0.0
2629,NM,Socorro,17866,14983.6655,10551.68681,5104.810993,2508.829266
2630,CA,Solano,413344,273451.2265,127085.3274,42.63877918,0.0
2631,MD,Somerset,26470,22556.84473,19411.82735,1076.597332,0.0
2632,ME,Somerset,52228,45389.22398,38490.56114,2956.5650760000003,136.2080274
2633,NJ,Somerset,323444,260489.0465,164352.0544,0.0,0.0
2634,PA,Somerset,77742,69858.60287,63806.67709,1705.444577,0.0
2635,TX,Somervell,8490,6989.329437,5952.302324,0.0,0.0
2636,CA,Sonoma,483878,300400.8729,144826.2801,2194.320715,0.0
2637,VA,Southampton,18570,18468.17758,18272.83931,4081.9055299999995,0.0
2638,AK,Southeast Fairbanks,7029,6623.026089,6192.298579,2043.278141,1142.50887
2639,GA,Spalding,64073,54002.543529999995,41309.03402,0.0,0.0
2640,SC,Spartanburg,284307,258124.1718,197014.1514,2588.410518,0.0
2641,IN,Spencer,20952,17665.22204,15871.61784,1.788068976,0.0
2642,KY,Spencer,17061,16840.185719999998,15840.81455,0.0,0.0
2643,SD,Spink,6415,5306.693133,3890.383775,2779.806801,474.74587149999996
2644,WA,Spokane,471221,321372.8196,152836.4656,5012.341317,0.0
2645,VA,Spotsylvania,122397,107316.7137,74203.54043,3693.80615,0.0
2646,LA,St. Bernard,35897,25395.845409999998,16602.2743,807.7625191000001,35.13783539
2647,LA,St. Charles,52780,47278.06359,38182.643,0.0,0.0
2648,MO,St. Charles,360485,309456.8455,191260.7664,17.94789387,0.0
2649,AL,St. Clair,83593,79042.21469,69551.68811,0.0,0.0
2650,IL,St. Clair,270056,224694.3553,146476.025,0.0,0.0
2651,MI,St. Clair,163040,144637.7367,118865.7881,53.76499039,0.0
2652,MO,St. Clair,9805,8244.262520999999,7430.168728000001,846.5843191,0.0
2653,WI,St. Croix,84345,75039.10093,59034.59329,341.3488905,0.0
2654,AR,St. Francis,28258,26387.41988,22762.92599,840.1195037,0.0
2655,MO,St. Francois,65359,54065.42379,36585.07222,569.9392128,0.0
2656,LA,St. Helena,11203,11184.69182,11125.26786,1009.687778,0.0
2657,LA,St. James,22102,17679.01264,11333.87399,0.0,0.0
2658,LA,St. John the Baptist,45924,39989.43159,28098.038810000002,66.83456674,0.0
2659,FL,St. Johns,190039,163695.1222,112875.9312,1039.205206,0.0
2660,IN,St. Joseph,266931,210996.1985,115441.3138,5590.982048,0.0
2661,MI,St. Joseph,61295,50369.96675,38500.745839999996,0.0,0.0
2662,LA,St. Landry,83384,63639.29971,46346.02853,3190.182555,0.0
2663,NY,St. Lawrence,111944,93583.64503,69224.80823,12395.86317,0.055216385
2664,MO,St. Louis City,319294,174442.95,32704.340760000003,0.0,0.0
2665,MN,St. Louis,200226,158814.7469,111502.5301,11588.666659999999,2900.585321
2666,MO,St. Louis,998954,727781.569,282710.5583,0.0,0.0
2667,FL,St. Lucie,277789,231628.1485,131674.9921,163.1217459,0.0
2668,LA,St. Martin,52160,45114.13675,36659.16067,578.2068822000001,0.0
2669,MD,St. Mary's,105151,90010.28963,74621.13724,6.567735195,0.0
2670,LA,St. Mary,54650,44063.56833,24904.54659,187.0085213,0.0
2671,LA,St. Tammany,233740,200023.5215,130631.6641,0.412124831,0.0
2672,KS,Stafford,4437,3396.9114979999995,3139.655499,1354.190489,0.0
2673,VA,Stafford,128961,113548.9745,76833.7851,0.0,0.0
2674,CA,Stanislaus,514453,319142.3253,114225.5134,551.7074864,0.0
2675,SD,Stanley,2966,2017.054041,1517.416275,405.47756539999995,248.82364080000002
2676,NC,Stanly,60585,55606.521239999995,43325.65485,0.0,0.0
2677,KS,Stanton,2235,1295.268763,739.8655113,235.6184707,0.0
2678,NE,Stanton,6129,6128.999973,6128.999973,3139.2903,0.0
2679,IL,Stark,5994,5994.000007,5994.000007,1799.4145469999999,0.0
2680,ND,Stark,24199,19265.60855,10002.97572,3471.22954,1090.784898
2681,OH,Stark,375586,288765.2274,160206.8635,0.0,0.0
2682,IN,Starke,23363,20841.969530000002,17529.55647,110.5603379,0.0
2683,TX,Starr,60968,52140.845460000004,44930.81063,2245.690561,1090.133402
2684,VA,Staunton,23746,15919.289219999999,2326.566297,0.0,0.0
2685,MO,Ste. Genevieve,18145,16769.99405,14600.975709999999,4477.083206,0.0
2686,MN,Stearns,150642,123433.8087,81796.86022,3834.917578,0.0
2687,MN,Steele,36576,32314.47475,20876.7139,75.16577922,0.0
2688,ND,Steele,1975,1975.000001,1975.000001,1897.334162,447.93799349999995
2689,GA,Stephens,26175,23770.980219999998,19474.18216,0.0,0.0
2690,OK,Stephens,45048,36101.10622,23549.44341,3028.9335579999997,6.064114332000001
2691,TX,Stephens,9630,7574.72128,5396.389954,623.7743385,0.0
2692,IL,Stephenson,47711,36940.82192,22718.00354,398.5654409,0.0
2693,TX,Sterling,1143,1143.000005,1143.000005,1143.000005,1142.837975
2694,IN,Steuben,34185,31443.758339999997,28416.389610000002,525.0976708000001,0.0
2695,NY,Steuben,98990,84243.46664,63799.969339999996,1892.247016,0.0
2696,KS,Stevens,5724,3493.2830689999996,1774.7368079999999,999.7130413999998,0.0
2697,MN,Stevens,9726,6990.958286,5150.077099,1235.2943699999998,0.0
2698,WA,Stevens,43531,37685.09992,32768.57007,11516.784609999999,1722.214052
2699,GA,Stewart,6058,5469.446714,4750.163672,1034.3822599999999,0.0
2700,TN,Stewart,13324,13133.692009999999,12777.1954,1928.9870690000002,0.0
2701,MT,Stillwater,9117,6982.273114,6036.397399,1446.161668,361.73071519999996
2702,MO,Stoddard,29968,23954.298890000002,15534.020180000001,206.6293872,0.0
2703,NC,Stokes,47401,44789.3396,39930.90778,2898.653316,0.0
2704,AR,Stone,12394,11747.82179,10649.86534,3035.4394420000003,0.0
2705,MO,Stone,32202,30784.504010000004,28213.551939999998,210.05865209999996,0.0
2706,MS,Stone,17786,17392.40599,16052.97299,3265.416758,0.0
2707,TX,Stonewall,1490,1072.42006,547.916156,232.96501,0.140952084
2708,NV,Storey,4010,4010.000018,4010.000018,23.92155579,0.0
2709,IA,Story,89542,72200.56337,37715.91119,1765.407437,0.0
2710,NH,Strafford,123143,94881.93976000001,75127.33741000001,0.0,0.0
2711,ND,Stutsman,21100,16424.04573,10350.34385,3351.564837,1562.50036
2712,WY,Sublette,10247,9019.015519,7566.894287,2054.2217760000003,601.8157884999999
2713,MA,Suffolk,722023,202871.0032,25176.60739,0.0,0.0
2714,NY,Suffolk,1493350,1112340.259,505452.6603,0.0,0.0
2715,VA,Suffolk,84585,66916.12453,42527.384710000006,22.3415689,0.0
2716,IN,Sullivan,21475,17991.54052,15510.03931,395.29922739999995,0.0
2717,MO,Sullivan,6714,6167.506695,4784.864869,1795.8367420000002,0.0
2718,NH,Sullivan,43742,39436.2489,33058.57662,910.0590345,0.0
2719,NY,Sullivan,77547,70675.7131,62710.71318,761.6333211,0.0
2720,PA,Sullivan,6428,5952.085859000001,5664.070337,2211.457077,0.0
2721,TN,Sullivan,156823,140220.1709,103978.879,4.729085488,0.0
2722,SD,Sully,1373,1373.0,1373.0,1373.0,1201.308205
2723,WV,Summers,13927,13361.085579999999,12221.70501,774.0215549,0.0
2724,CO,Summit,27994,22894.4246,16771.43126,432.6272103999999,0.018622216
2725,OH,Summit,541781,425159.9294,222819.919,0.0,0.0
2726,UT,Summit,36324,30480.5543,22571.86696,3181.211123,183.09368469999998
2727,KS,Sumner,24132,19522.08566,15182.42311,4709.259206000001,0.0
2728,TN,Sumner,160645,140498.9994,103984.3911,0.0,0.0
2729,AL,Sumter,13763,11745.52083,9101.714966,2223.7317239999998,5.764882152
2730,FL,Sumter,93420,84165.10855,65019.67872999999,178.2968977,0.0
2731,GA,Sumter,32819,29820.86378,23260.70889,49.45335505,0.0
2732,SC,Sumter,107456,93710.49992999999,71272.14275,1045.6952449999999,0.0
2733,MS,Sunflower,29450,23447.13339,18452.11644,581.3267521,0.0
2734,NC,Surry,73673,66594.87888999999,55110.04109,268.1424507,0.0
2735,VA,Surry,7058,7057.999987,7057.999987,1642.799015,0.0
2736,PA,Susquehanna,43356,39169.5721,34895.58053,1122.076835,0.0
2737,DE,Sussex,197145,172403.5512,139500.1947,0.0,0.0
2738,NJ,Sussex,149265,136423.6919,118123.8882,0.0,0.0
2739,VA,Sussex,12087,10652.96569,9131.026062,3495.23695,0.0
2740,CA,Sutter,94737,75560.67441,45516.423910000005,1202.420621,0.0
2741,TX,Sutton,4128,3364.722345,1376.467906,317.1303559,130.0099295
2742,FL,Suwannee,41551,38997.80315,35266.77683,5175.760699,0.0
2743,NC,Swain,13981,12993.68623,11782.43272,605.2494958,0.0
2744,MT,Sweet Grass,3651,2249.603111,1882.840828,825.6586995,112.8832702
2745,WY,Sweetwater,43806,32896.432839999994,18395.93792,2546.55694,2055.346125
2746,MN,Swift,9783,7858.777859000001,6491.180961,4555.608264,5.12060049
2747,TX,Swisher,7854,5877.472193,3782.413033,2039.946239,0.0
2748,IN,Switzerland,10613,9744.33856,8977.743151,487.6244552,0.0
2749,GA,Talbot,6865,6662.267567,5948.168745,305.8334636,0.0
2750,MD,Talbot,37782,31316.97307,25570.38469,0.0,0.0
2751,GA,Taliaferro,1717,1716.999993,1716.999993,1183.686554,0.0
2752,AL,Talladega,82291,75657.4023,59753.148120000005,36.65129383,0.0
2753,MS,Tallahatchie,15378,14147.09404,12615.8612,7800.555523,0.0
2754,AL,Tallapoosa,41616,38080.70745,32544.62818,2201.008102,0.0
2755,IA,Tama,17767,15586.588130000002,12926.417959999999,1520.020714,0.0
2756,MO,Taney,51675,45301.03814,35383.714660000005,1602.788591,0.0
2757,LA,Tangipahoa,121097,110383.0551,92983.49063,1459.644146,0.0
2758,NM,Taos,32937,30489.18705,27617.98213,7270.877199,505.20282829999996
2759,TX,Tarrant,1809034,1348874.445,663125.3979999999,0.0,0.0
2760,MS,Tate,28886,27590.302089999997,24772.148719999997,5790.474386999999,0.0
2761,GA,Tattnall,25520,21836.55375,18988.94118,423.9610905,0.0
2762,FL,Taylor,22570,21298.39949,18013.252819999998,2509.550166,98.10494198
2763,GA,Taylor,8906,7682.702893000001,5854.575956000001,652.8033406000001,0.0
2764,IA,Taylor,6317,4717.5227079999995,3459.391425,499.1522174,0.0
2765,KY,Taylor,24512,18332.3661,13384.142670000001,471.140005,0.0
2766,TX,Taylor,131506,108535.3666,61064.50238,695.4169592999999,0.0
2767,WI,Taylor,20689,18394.3913,15807.82577,3553.3655270000004,84.92259339
2768,WV,Taylor,16895,14106.34489,11680.08719,0.0,0.0
2769,IL,Tazewell,135394,112877.4515,84139.78463,0.0,0.0
2770,VA,Tazewell,45078,40478.011510000004,34263.78835,22.52742827,0.0
2771,CA,Tehama,63463,51449.20768,38684.31194,3347.5006940000003,222.0705273
2772,GA,Telfair,16500,12865.28368,8660.074105,1269.523271,0.0
2773,CO,Teller,23350,20904.61909,17145.97527,3155.715346,0.0
2774,LA,Tensas,5252,4356.4467700000005,4031.0048810000003,2922.838954,0.0
2775,LA,Terrebonne,111860,93853.45006,62615.045529999996,2589.208877,0.374050017
2776,GA,Terrell,9315,7675.641314,4945.118553,116.1841347,0.0
2777,TX,Terrell,984,983.9999982,983.9999982,983.9999982,983.5498064999999
2778,TX,Terry,12651,10450.52369,6610.341323,1324.379325,0.0
2779,ID,Teton,10170,9471.539942,8785.532364,906.2085976,0.0
2780,MT,Teton,6073,4913.269956,4312.213288,3653.542998,1340.874245
2781,WY,Teton,21294,18447.97311,15554.15755,1678.361243,572.0439436
2782,MO,Texas,26008,23587.33054,20303.902619999997,4700.378589,0.822720647
2783,OK,Texas,20640,20622.87988,19603.41962,7080.090047,325.6531427
2784,NE,Thayer,5228,3863.820682,3330.0927460000003,1315.139693,0.0
2785,GA,Thomas,44720,40137.631389999995,30912.77509,3257.5655100000004,0.0
2786,KS,Thomas,7900,7368.170742,6141.964376,1093.068454,33.708504600000005
2787,NE,Thomas,647,647.0000012999999,647.0000012999999,647.0000012999999,647.0000012999999
2788,TX,Throckmorton,1641,1641.000004,1641.000004,1641.000004,1144.375787
2789,NE,Thurston,6940,6522.062825999999,6119.220078,1771.185457,0.0
2790,WA,Thurston,252264,210892.2576,147796.2618,86.15261269999999,0.0
2791,GA,Tift,40118,30605.50157,22476.776830000003,37.78905841,0.0
2792,OR,Tillamook,25250,21601.84486,19667.547140000002,4058.9038619999997,0.0
2793,OK,Tillman,7992,6531.576539,4343.548685,2747.02685,0.0
2794,NY,Tioga,51125,45838.45477,40590.13245,7.819858246,0.0
2795,PA,Tioga,41981,33731.29627,28631.99393,997.3447427000001,0.0
2796,MS,Tippah,22232,20321.014730000003,17802.78505,780.8955218,0.0
2797,IN,Tippecanoe,172780,139305.2462,77483.01074,993.8804835000001,0.0
2798,IN,Tipton,15936,15734.91445,14967.5897,613.5251021,0.0
2799,TN,Tipton,61081,56464.73911,51469.159869999996,2903.519747,0.0
2800,MS,Tishomingo,19593,17300.75125,14457.1159,0.0,0.0
2801,TX,Titus,32334,26512.22149,20096.80886,1823.169041,0.0
2802,KY,Todd,12460,11032.25509,9694.847915,895.8050331000001,0.0
2803,MN,Todd,24895,23530.0127,20310.36144,7747.380373999999,0.0
2804,SD,Todd,9612,8263.281206,6950.048695,2138.616905,40.41694446
2805,CT,Tolland,152691,138651.5462,110882.2241,0.0,0.0
