,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
2167,NC,Pitt,168148,123809.6467,72126.93613,5.229087502,0,87688,82376,5312,6
2168,OK,Pittsburg,45837,42848.69142,34537.01976,8144.860091,10.40118801,17434,16438,996,6
2169,VA,Pittsylvania,63506,60808.00826,56953.83605,5053.228707,0,30069,28472,1597,5
2170,UT,Piute,1556,1556.000003,1556.000003,1556.000003,957.2449819,466,436,30,6
2171,CA,Placer,348432,268922.398,148507.1354,1210.351027,15.70274378,176855,167923,8932,5
2172,LA,Plaquemines,23042,20661.13941,16207.58523,3903.682075,2023.628209,10344,9765,579,6
2173,MO,Platte,89322,76693.8681,50219.25576,359.4309546,0,55457,53127,2330,4
2174,NE,Platte,32237,24931.29021,13355.639,3038.87099,0,17141,16630,511,3
2175,WY,Platte,8667,5479.019979,4303.005926,1297.016544,710.3560696,4922,4728,194,4
2176,WV,Pleasants,7605,5699.626398,4451.297398,0,0,2977,2724,253,9
2177,CA,Plumas,20007,15898.38769,11635.17989,1174.978508,0,7900,7088,812,10
2178,IA,Plymouth,24986,17606.65578,11469.44658,373.0350183,0,14801,14381,420,3
2179,MA,Plymouth,494919,417976.6032,288584.6189,0,0,268191,254630,13561,5
2180,IA,Pocahontas,7310,5200.767579,4274.337113,1802.1662,0,4313,4181,132,3
2181,WV,Pocahontas,8719,7888.596667,7345.621443,4028.992177,439.2844725,3582,3290,292,8
2182,AR,Poinsett,24583,18190.01828,12245.66682,1570.264507,0,10064,9502,562,6
2183,AR,Polk,20662,19211.99619,16117.75484,6551.893342,65.11790428,8295,7815,480,6
2184,FL,Polk,602095,504284.0827,343175.6873,3808.075791,254.3655698,279976,262248,17728,6
2185,GA,Polk,41475,36358.64615,27414.43421,1.705600538,0,18151,16949,1202,7
2186,IA,Polk,430640,308856.8661,137904.1486,711.7819584,0,255841,246362,9479,4
2187,MN,Polk,31600,25051.29241,17868.03248,4635.390131,35.97445163,17165,16443,722,4
2188,MO,Polk,31137,25726.80072,20372.08729,1556.545276,0,14263,13510,753,5
2189,NC,Polk,20510,19125.7774,16801.51784,0,0,8661,8220,441,5
2190,NE,Polk,5406,5406.000007,5406.000007,4873.05933,440.0999964,2909,2835,74,3
2191,OR,Polk,75403,59461.12741,37919.06824,394.2280524,0,36584,34526,2058,6
2192,TN,Polk,16825,16047.52298,14987.48178,42.4192924,0,7312,6832,480,7
2193,TX,Polk,45413,43123.35976,39787.07049,4923.584614,15.78829734,17026,15996,1030,6
2194,WI,Polk,44205,38283.43541,33224.88725,938.489295,0,24625,23437,1188,5
2195,MT,Pondera,6153,4541.211293,3526.486195,2790.267571,1224.861268,2862,2734,128,5
2196,MS,Pontotoc,29957,29077.72615,26713.75947,1802.401371,0,13876,13102,774,6
2197,OK,Pontotoc,37492,32430.89806,24117.9958,5176.564597,0,18244,17516,728,4
2198,AR,Pope,61754,54965.70856,40112.7974,1397.099098,130.3878757,29676,28110,1566,5
2199,IL,Pope,4470,3965.691554,3754.236046,1327.660699,0,1768,1644,124,7
2200,MN,Pope,10995,8329.04786,7104.467503,1381.69035,0,6389,6167,222,4
2201,VA,Poquoson,12150,10386.6041,6776.797223,0,0,6200,5960,240,4
2202,OH,Portage,161419,136298.7382,95813.55333,0,0,86817,82594,4223,5
2203,WI,Portage,70019,59860.25452,41547.0158,2084.067316,0,39612,37797,1815,5
2204,IN,Porter,164343,142180.8842,105661.0767,0,0,84691,80142,4549,5
2205,VA,Portsmouth,95535,58357.15591,15544.72562,0,0,44252,41493,2759,6
2206,IN,Posey,25910,23494.78116,20312.57385,4370.618128,0,13299,12771,528,4
2207,KS,Pottawatomie,21604,19564.88755,15852.00425,4151.60208,237.2085923,11955,11519,436,4
2208,OK,Pottawatomie,69442,59855.19503,47490.13442,2890.968959,0,32739,31263,1476,5
2209,IA,Pottawattamie,93158,80341.34061,51309.08018,9413.337977,0,49037,47229,1808,4
2210,PA,Potter,17457,14107.30582,12755.50909,3278.938273,0,7375,6856,519,7
2211,SD,Potter,2329,2329.000003,2329.000003,2329.000003,2329.000003,1180,1142,38,3
2212,TX,Potter,121073,96631.1934,51810.56916,659.9508564,135.672583,56208,54338,1870,3
2213,KY,Powell,12613,10615.30443,8570.37625,0.001931756,0,4915,4571,344,7
2214,MT,Powell,7027,5110.540426,3609.325649,1346.121981,387.8316781,2955,2824,131,4
2215,ID,Power,7817,5737.127654,3418.516468,986.9935041,164.3218805,3874,3691,183,5
2216,IA,Poweshiek,18914,13863.70762,8901.589417,3049.229462,0,10517,10134,383,4
2217,VA,Powhatan,28046,27848.31617,27064.54277,1669.600512,0,13388,12855,533,4
2218,AR,Prairie,8715,7603.338223,6617.162801,535.1061489,0,3728,3553,175,5
2219,MT,Prairie,1179,1179.000002,1179.000002,1179.000002,1167.099321,528,506,22,4
2220,KS,Pratt,9656,7648.669093,4277.33297,974.5054829,0,5290,5077,213,4
2221,OH,Preble,42270,35021.20524,30367.42526,0,0,20983,19972,1011,5
2222,MS,Prentiss,25276,21536.45025,18114.69793,661.4220473,0,10992,10328,664,6
2223,TX,Presidio,7818,4822.47416,2354.105634,430.9234703,228.564906,3113,2782,331,11
2224,WV,Preston,33520,31777.08265,28181.36029,6820.029126,0,14601,13689,912,6
2225,WI,Price,14159,12890.20699,11680.79364,1637.894914,1.326752141,6856,6551,305,4
2226,RI,Providence,626667,410988.0197,166363.6873,0,0,323888,303336,20552,6
2227,CO,Prowers,12551,9424.556145,6227.308912,2494.845528,1434.990363,5811,5576,235,4
2228,CO,Pueblo,159063,133370.2277,90496.79832,8167.296665,4779.074187,71679,67632,4047,6
2229,AR,Pulaski,382748,310511.411,179395.9107,585.0570775,0,186061,177567,8494,5
2230,GA,Pulaski,12010,10897.04113,9187.988069,0,0,4013,3749,264,7
2231,IL,Pulaski,6161,6160.999987,6160.999987,3550.761234,0,2089,1904,185,9
2232,IN,Pulaski,13402,11417.43771,9768.726065,206.1954214,0,6274,5990,284,5
2233,KY,Pulaski,63063,55883.85046,45575.37804,1183.260979,0,25801,24301,1500,6
2234,MO,Pulaski,52274,47980.35905,34497.67785,165.1744792,0,14895,14025,870,6
2235,VA,Pulaski,34872,28102.11481,22424.99016,5.983269174,0,16309,15483,826,5
2236,OK,Pushmataha,11572,9124.104392,8127.054335,2889.577084,82.55658637,4913,4530,383,8
2237,FL,Putnam,74364,69354.23181,60378.85895,1445.815669,0,27267,25183,2084,8
2238,GA,Putnam,21218,19818.24645,17108.9634,360.8511718,0,7802,7172,630,8
2239,IL,Putnam,6006,5343.591614,4541.537284,0.002969865,0,3040,2852,188,6
2240,IN,Putnam,37963,32817.64665,26253.16663,932.0897048,0,16401,15562,839,5
2241,MO,Putnam,4979,3831.511552,3085.217959,1345.890522,0,2500,2401,99,4
2242,NY,Putnam,99710,87362.94865,64826.56966,0,0,50903,48735,2168,4
2243,OH,Putnam,34499,31347.76746,28118.59632,3736.402611,0,18663,17940,723,4
2244,TN,Putnam,72321,61614.56258,46120.325,191.4223491,0,32396,30506,1890,6
2245,WV,Putnam,55486,47230.42646,34773.03047,273.1861648,0,25470,24042,1428,6
2246,NM,Quay,9041,7329.974516,4491.600032,2350.323722,1694.491351,3257,3026,231,7
2247,NY,Queens,2230722,206491.8495,7989.497914,0,0,1171067,1112332,58735,5
2248,GA,Quitman,2513,2512.999991,2510.398231,69.29049361,0,817,761,56,7
2249,MS,Quitman,8223,7547.604826,6375.289183,1654.183503,0,2687,2398,289,11
2250,GA,Rabun,16276,14801.0502,12637.60539,115.8387782,0,6504,6068,436,7
2251,WI,Racine,195408,154162.5521,86762.32203,0,0,99429,93848,5581,6
2252,VA,Radford,16408,13219.90251,3669.650494,0,0,8291,7822,469,6
2253,TX,Rains,10914,9591.145698,8026.45145,0,0,5407,5161,246,5
2254,WV,Raleigh,78859,72164.91191,58979.61936,544.9281994,0,30272,28032,2240,7
2255,MO,Ralls,10167,9564.013189,9391.540582,780.5778768,0,5673,5433,240,4
2256,MN,Ramsey,508640,336639.8713,126385.4979,0,0,279593,269768,9825,4
2257,ND,Ramsey,11451,8418.489663,5237.251177,1652.318562,793.0320398,5692,5499,193,3
2258,TX,Randall,120725,95829.1871,51076.15186,902.2288211,0,69033,67037,1996,3
2259,AL,Randolph,22913,20624.00087,18456.53303,691.4969535,0,9433,8876,557,6
2260,AR,Randolph,17969,16156.42163,13313.72191,4273.751064,0,6184,5742,442,7
2261,GA,Randolph,7719,5816.908698,4053.841961,209.7999249,0,2426,2205,221,9
2262,IL,Randolph,33476,28739.13121,19713.47184,78.57950599,0,14299,13523,776,5
2263,IN,Randolph,26171,25167.8223,21527.31694,1012.41179,0,12686,12056,630,5
2264,MO,Randolph,25414,22052.06217,16187.03729,1479.50122,0,10508,9878,630,6
2265,NC,Randolph,141752,130840.7975,104767.0525,2340.669989,0,66641,62839,3802,6
2266,WV,Randolph,29405,23309.43424,18634.78293,1726.265998,0,11870,11036,834,7
2267,MS,Rankin,141617,128596.8515,94900.06305,3003.518423,0,73013,69983,3030,4
2268,ND,Ransom,5457,3707.677508,2516.520098,899.6267438,1.97299999,2777,2709,68,2
2269,LA,Rapides,131613,114247.6098,82658.6165,20539.39249,268.9514116,58288,54524,3764,7
2270,VA,Rappahannock,7373,7373.000015,7373.000015,5825.455668,0,3734,3579,155,4
2271,MT,Ravalli,40212,34125.4679,30024.42388,1139.024996,204.7685458,19190,18190,1000,5
2272,KS,Rawlins,2519,1609.793965,1306.098281,898.7936594,27.09427199,1535,1500,35,2
2273,MO,Ray,23494,20465.30018,17248.74067,712.1464045,0,11167,10556,611,6
2274,TX,Reagan,3367,1005.084283,379.9203003,214.3562824,153.3456297,1927,1840,87,5
2275,TX,Real,3309,3308.999986,3308.999986,3308.999986,3212.294417,1062,1008,54,5
2276,MN,Redwood,16059,14170.65489,11715.08239,6584.482545,0,8269,7946,323,4
2277,TX,Reeves,13783,11612.91766,7169.048958,1184.995411,994.2902271,5674,5402,272,5
2278,TX,Refugio,7383,6094.178409,4863.415549,1212.378525,2.652682343,3303,3128,175,5
2279,KS,Reno,64511,50592.11116,32931.93578,6504.354869,113.341455,30842,29515,1327,4
2280,NY,Rensselaer,159429,132066.0285,86952.55909,2516.63674,0,82047,78237,3810,5
2281,MN,Renville,15730,14285.64549,13231.50671,8064.431263,0,8592,8181,411,5
2282,ND,Renville,2470,2469.999995,2469.999995,1883.899126,1716.184914,1339,1294,45,3
2283,KS,Republic,4980,3449.418952,2963.39765,1274.504407,0,2590,2519,71,3
2284,MO,Reynolds,6696,6387.336094,5829.532647,3035.118411,0,2714,2524,190,7
2285,TN,Rhea,31809,28394.40364,22287.86283,0,0,13069,12104,965,7
2286,KS,Rice,10083,6068.439997,3992.427308,1886.294663,0,5478,5271,207,4
2287,MN,Rice,64142,53397.21763,32810.11298,181.9678383,0,35425,34175,1250,4
2288,UT,Rich,2264,2263.999989,2263.999989,2263.999989,2163.344038,1048,1010,38,4
2289,NE,Richardson,8363,5984.277161,4104.233595,2254.509004,0,4300,4162,138,3
2290,IL,Richland,16233,11177.32341,6935.894643,309.6624665,0,7461,7024,437,6
2291,LA,Richland,20725,18459.77089,13895.75367,1953.857797,0,8680,7921,759,9
2292,MT,Richland,9746,6887.112111,5194.472807,2432.473653,631.228986,6869,6647,222,3
2293,ND,Richland,16321,15166.19455,9774.027284,7380.074074,1623.474787,8603,8368,235,3
2294,OH,Richland,124475,102462.3624,64263.50449,0,0,53558,50571,2987,6
2295,SC,Richland,384504,309394.0177,173378.4328,3546.067871,0,198717,187477,11240,6
2296,WI,Richland,18021,15544.98831,13422.90826,3109.706026,0,9301,8911,390,4
2297,GA,Richmond,200549,161749.1342,86006.40812,0,0,84282,78051,6231,7
2298,NC,Richmond,46639,38883.26126,26093.44277,527.8631749,0,16926,15586,1340,8
2299,NY,Richmond,468730,195184.2701,23157.98957,0,0,222148,209186,12962,6
2300,VA,Richmond,9254,8745.274583,8214.479947,318.9982551,0,3900,3722,178,5
2301,VA,Richmond,9254,8745.274583,8214.479947,318.9982551,0,112703,106819,5884,5
2302,KS,Riley,71115,64142.43625,48745.80164,3370.488319,0,35632,34416,1216,3
2303,IA,Ringgold,5131,3813.837524,3432.50731,593.0126699,0,2569,2482,87,3
2304,IN,Ripley,28818,23278.55239,18555.52725,134.7691753,0,13634,12903,731,5
2305,MO,Ripley,14100,12666.47273,11869.16671,3137.354877,0,5327,4903,424,8
2306,WV,Ritchie,10449,9490.824945,8302.619511,395.1455391,0,4483,4169,314,7
2307,CA,Riverside,2189641,1564350.977,715686.4464,11038.43686,308.7119528,1035694,966338,69356,7
2308,TN,Roane,54181,49788.08386,42090.30131,317.0736875,0,22547,21089,1458,7
2309,WV,Roane,14926,13514.66752,12401.40746,2089.371211,0,5210,4610,600,12
2310,VA,Roanoke,92376,74602.69093,42357.10907,125.4978033,0,49070,47142,1928,4
2311,VA,Roanoke,92376,74602.69093,42357.10907,125.4978033,0,48902,46508,2394,5
2312,SD,Roberts,10149,9221.66486,7888.21953,4390.31512,335.0102214,4856,4645,211,4
2313,TX,Roberts,929,929.0000041,929.0000041,843.1891217,544.7474194,455,437,18,4
2314,KY,Robertson,2282,2282,2282,1705.338039,0,796,745,51,6
2315,TN,Robertson,66283,55773.58286,43751.47283,21.5146589,0,33761,32115,1646,5
2316,TX,Robertson,16622,12691.25053,10425.86021,2919.542089,0,7242,6897,345,5
2317,NC,Robeson,134168,114868.6366,97949.32255,0.059194473,0,51047,46723,4324,9
2318,MN,Rock,9687,8176.999101,5707.167424,1407.448405,0,5909,5784,125,2
2319,NE,Rock,1526,1031.436991,817.5717761,427.5898415,138.1962794,859,836,23,3
2320,WI,Rock,160331,137111.0598,86821.51013,0,0,83405,79082,4323,5
2321,VA,Rockbridge,22307,21669.67348,20179.63741,3557.915977,0,10321,9835,486,5
2322,KY,Rockcastle,17056,16374.63282,13532.26161,24.45269519,0,6773,6334,439,7
2323,GA,Rockdale,85215,77036.26372,56531.72427,0,0,42272,39516,2756,7
2324,NC,Rockingham,93643,89120.23691,76233.6169,0,0,41121,38400,2721,7
2325,NH,Rockingham,295223,264091.8769,218702.6451,0,0,177990,171595,6395,4
2326,VA,Rockingham,76314,71509.6606,63298.36233,1147.295888,0,40108,38457,1651,4
2327,NY,Rockland,311687,218911.7261,98481.8906,0,0,153062,146141,6921,5
2328,TX,Rockwall,78337,66519.92479,50037.66785,0,0,44862,43181,1681,4
2329,OK,Rogers,86905,82407.23259,69705.52107,4676.534598,0,44610,42651,1959,4
2330,ND,Rolette,13937,11411.49874,9508.121291,989.8415763,4.793404288,4890,4386,504,10
2331,KS,Rooks,5181,2717.789077,1793.875222,750.2111378,0,2810,2681,129,5
2332,MT,Roosevelt,10425,8466.839882,6772.5233,6021.488579,5699.359612,4685,4439,246,5
2333,NM,Roosevelt,19846,17230.70208,9773.80701,1750.524986,773.6008387,8007,7575,432,5
2334,MI,Roscommon,24449,21626.47447,16731.11277,163.596589,0,7794,7090,704,9
2335,MN,Roseau,15629,13334.4092,11140.617,4589.684707,343.0635119,8602,8262,340,4
2336,MT,Rosebud,9233,6634.456882,4779.994159,2227.540858,394.1577111,4169,3946,223,5
2337,OH,Ross,78064,63562.09696,50973.94812,3326.395713,0,33713,31907,1806,5
2338,CO,Routt,23509,18991.35598,13624.37498,1513.834116,372.9565644,14274,13810,464,3
2339,KY,Rowan,23333,20568.70272,15905.42565,160.8001082,0,10454,9843,611,6
2340,NC,Rowan,138428,123509.9076,94125.60249,0,0,63095,59252,3843,6
2341,TX,Runnels,10501,8862.512744,5313.159859,1803.205015,0,4667,4494,173,4
2342,IN,Rush,17392,14465.26994,10895.42781,122.6012609,0,8838,8456,382,4
2343,KS,Rush,3307,3306.999993,3306.999993,3306.999993,2199.479209,1795,1732,63,4
2344,TX,Rusk,53330,48621.80449,41422.73865,5424.70078,0,22825,21740,1085,5
2345,WI,Rusk,14755,13120.74436,10715.00259,2670.496362,12.63548012,7001,6619,382,6
2346,AL,Russell,52947,43256.00159,24000.8461,2986.609366,13.70454913,24104,22674,1430,6
2347,KS,Russell,6970,5004.225514,3016.564888,1491.049488,415.0010115,3733,3594,139,4
2348,KY,Russell,17565,16188.32278,14524.00157,427.5462844,0,6168,5446,722,12
2349,VA,Russell,28897,27851.06322,26534.33026,630.6428702,0,11423,10673,750,7
2350,NC,Rutherford,67810,64523.14694,56931.68387,2327.399895,0,25050,23104,1946,8
2351,TN,Rutherford,262604,213228.7122,141003.2081,301.6245484,0,155332,148375,6957,5
2352,VT,Rutland,61642,47813.37081,39054.88757,2038.9494,0,31255,29925,1330,4
2353,LA,Sabine,24233,23126.74105,20793.03125,5563.005638,0,9493,8815,678,7
2354,TX,Sabine,10834,10468.39168,9802.788857,2812.806291,0,3498,3173,325,9
2355,IA,Sac,10350,8302.557084,7423.15171,2045.005652,0,5646,5457,189,3
2356,CA,Sacramento,1418788,898624.1552,294082.2051,1676.753287,0,685987,644870,41117,6
2357,ME,Sagadahoc,35293,30202.68524,24369.3489,469.1104578,0,18934,18268,666,4
2358,MI,Saginaw,200169,164003.4375,96109.15641,835.1530121,0,88253,83223,5030,6
2359,CO,Saguache,6108,6107.999983,6107.999983,5963.326281,1669.590267,3077,2888,189,6
2360,NJ,Salem,66083,53436.20051,36290.952,0.110059561,0,31080,28792,2288,7
2361,VA,Salem,24802,20551.96592,12408.23209,0,0,12765,12201,564,4
2362,AR,Saline,107118,100076.0446,78421.25836,620.5437677,0,55992,53714,2278,4
2363,IL,Saline,24913,21858.47944,17923.64374,669.608058,0,10344,9544,800,8
2364,KS,Saline,55606,41963.67201,18564.25307,1344.48055,0,30872,29712,1160,4
2365,MO,Saline,23370,17821.44535,11835.46623,1293.094708,0,11057,10523,534,5
2366,NE,Saline,14200,11995.84215,7847.184402,3430.832328,0,7278,7065,213,3
2367,SC,Saluda,19875,18338.30306,16162.81783,481.4897573,0,8830,8368,462,5
2368,NC,Sampson,63431,59406.09893,51712.20974,1813.914179,0,29543,27794,1749,6
2369,SD,Sanborn,2355,2355.000006,2355.000006,2321.492408,229.9095287,1224,1193,31,3
2370,MT,Sanders,11413,9572.545806,8829.931388,4776.632127,2101.276555,4696,4306,390,8
2371,NM,Sandoval,131561,114149.5257,87506.75155,15182.31378,5451.761166,61805,57709,4096,7
2372,OH,Sandusky,60944,47217.86511,29259.78448,0,0,31354,29845,1509,5
2373,IL,Sangamon,197465,163650.6158,94322.29544,3137.103909,0,105388,99920,5468,5
2374,MI,Sanilac,43114,36885.61588,31107.5035,1440.510717,0,19471,18203,1268,7
2375,UT,Sanpete,27822,22380.39966,14732.61644,1774.351084,0,11443,10970,473,4
2376,FL,Sarasota,379448,291899.6133,156971.8562,57.89517501,0,177827,168802,9025,5
2377,NY,Saratoga,219607,186112.9835,140563.7061,96.71536338,0,117549,112677,4872,4
2378,ND,Sargent,3829,2978.444012,2889.634043,958.663015,0,2257,2216,41,2
2379,NE,Sarpy,158840,130358.9255,76882.14496,0.435080867,0,90635,88088,2547,3
2380,WI,Sauk,61976,44008.65435,31077.84626,272.3937886,0,35329,33880,1449,4
2381,NE,Saunders,20780,15916.89552,14314.89436,2960.542647,0,10926,10590,336,3
2382,WI,Sawyer,16557,15128.47983,13827.99014,4792.748461,748.6071003,7822,7203,619,8
2383,NY,Schenectady,154727,124788.6461,67524.31656,3047.659034,0,76183,72596,3587,5
2384,TX,Schleicher,3461,2454.401074,1572.607009,367.8170877,98.45186838,1500,1421,79,5
2385,GA,Schley,5010,4267.8076,3235.798661,44.3608584,0,2110,1970,140,7
2386,NY,Schoharie,32749,31541.38344,28517.28399,1566.09526,0,14757,13901,856,6
2387,MI,Schoolcraft,8485,6882.97183,5328.00119,2052.572067,500.5046524,3452,3078,374,11
2388,IL,Schuyler,7544,6274.827483,4120.399414,966.2443051,0,3481,3278,203,6
2389,MO,Schuyler,4431,4431.000022,4431.000022,3644.476508,0,1909,1798,111,6
2390,NY,Schuyler,18343,17208.83701,16303.18497,0,0,8399,7845,554,7
2391,PA,Schuylkill,148289,102113.7844,70317.6761,0,0,68186,63898,4288,6
2392,OH,Scioto,79499,66985.0224,53219.09866,1628.489219,0,29572,27310,2262,8
2393,MO,Scotland,4843,4617.38599,3777.247693,624.990914,0,2452,2341,111,5
2394,NC,Scotland,36157,31340.49957,25194.61638,902.9707243,0,11860,10603,1257,11
2395,AR,Scott,11233,9975.370028,7909.228377,1762.740537,67.2026695,4486,4271,215,5
2396,IA,Scott,165224,120141.8061,48028.20153,1145.795322,0,87585,83448,4137,5
2397,IL,Scott,5355,3994.9746,3645.018936,223.341011,0,2556,2407,149,6
2398,IN,Scott,24181,18699.12972,14229.71844,0,0,10286,9726,560,5
2399,KS,Scott,4936,1849.953127,1043.980685,448.2388278,0,2885,2806,79,3
2400,KY,Scott,47173,38507.30321,26405.72468,1200.948851,0,26694,25634,1060,4
2401,MN,Scott,129928,111971.0528,73865.4771,0,0,79160,76693,2467,3
2402,MO,Scott,39191,32280.58097,25435.53455,2798.105909,0,20057,19007,1050,5
2403,MS,Scott,28264,25173.00801,20973.71526,2493.494884,0,12983,12359,624,5
2404,TN,Scott,22228,20465.24516,18426.92717,724.6325379,0,8067,7316,751,9
2405,VA,Scott,23177,20943.08751,19064.48812,1711.438989,0,9500,9010,490,5
2406,GA,Screven,14593,12930.22222,11676.07741,3073.186039,0,5041,4622,419,8
2407,TX,Scurry,16921,15156.2897,10999.20165,1135.941742,7.915526566,8161,7823,338,4
2408,AR,Searcy,8195,7890.335683,7159.063916,2725.718432,0.071183228,3027,2856,171,6
2409,AR,Sebastian,125744,94785.28936,45442.71426,292.6783779,0,57731,54961,2770,5
2410,CO,Sedgwick,2379,1489.957223,1140.714395,448.6515443,8.717173972,1146,1107,39,3
2411,KS,Sedgwick,498365,385301.1463,199947.8275,1400.790316,0,246783,235028,11755,5
2412,FL,Seminole,422718,323304.5879,169171.4247,0.666476872,0,236649,224989,11660,5
2413,GA,Seminole,8729,7661.98291,6239.321001,498.7663473,0,3090,2840,250,8
2414,OK,Seminole,25482,20063.76262,14978.12126,1292.384956,0,9606,8949,657,7
2415,NY,Seneca,35251,27699.9068,22076.81945,0,0,15812,15000,812,5
2416,OH,Seneca,56745,45533.75329,30746.41878,0,0,27142,25831,1311,5
2417,TN,Sequatchie,14112,12823.46295,10421.64821,125.0610197,0,5783,5409,374,7
2418,OK,Sequoyah,42391,35614.42428,27946.59206,158.3785565,0,16778,15711,1067,6
2419,AR,Sevier,17058,15927.38514,13776.66053,1792.859023,0,5603,5260,343,6
2420,TN,Sevier,89889,82624.96804,67827.95966,1735.736432,0,49768,46775,2993,6
2421,UT,Sevier,20802,13992.54253,8845.495174,424.2479487,0,9532,9107,425,5
2422,KS,Seward,22952,20327.26164,13902.9378,1010.47602,104.6873476,10623,10166,457,4
2423,NE,Seward,16750,13793.66694,10960.49895,2370.182897,0,8696,8443,253,3
2424,TX,Shackelford,3378,2386.93656,1317.359944,518.1563017,0,2081,2022,59,3
2425,MO,Shannon,8441,7994.484119,7393.766389,2466.859644,159.8806456,3338,3066,272,8
2426,MS,Sharkey,4916,3684.396847,2720.141505,323.2890001,0,1727,1561,166,10
2427,AR,Sharp,17264,16015.95994,13884.45847,1388.813409,0,6004,5591,413,7
2428,CA,Shasta,177223,139314.2988,90077.2944,4558.255704,34.33476513,74324,68550,5774,8
2429,WI,Shawano,41949,36938.0878,32337.7913,5871.679507,0,21302,20265,1037,5
2430,KS,Shawnee,177934,143965.4862,80480.29578,4.859028171,0,91236,87371,3865,4
2431,WI,Sheboygan,115507,84948.39954,43984.88355,1052.623501,0,61297,58986,2311,4
2432,AL,Shelby,195085,173957.9022,127596.131,353.198488,0,108198,103643,4555,4
2433,IA,Shelby,12167,10747.0678,8129.094788,2352.122711,0,7023,6821,202,3
2434,IL,Shelby,22363,17988.57389,15371.29889,3479.136117,0,10226,9624,602,6
2435,IN,Shelby,44436,35318.19998,27435.61075,1307.67419,0,22626,21619,1007,5
2436,KY,Shelby,42074,36749.66361,28648.03038,99.45686788,0,22711,21792,919,4
2437,MO,Shelby,6373,5434.913712,4675.491437,2547.791513,4.728879238,3078,2933,145,5
2438,OH,Shelby,49423,42426.1995,33186.00578,0,0,24076,23042,1034,4
2439,TN,Shelby,927644,701193.1988,325761.0783,0,0,429297,401766,27531,6
2440,TX,Shelby,25448,22582.33888,19283.43843,3352.944305,0,11368,10771,597,5
2441,VA,Shenandoah,41993,36430.19298,28372.07702,131.3273058,0,21034,20135,899,4
2442,MN,Sherburne,88499,79504.88662,64323.08257,13.29170362,0,49472,47496,1976,4
2443,KS,Sheridan,2556,2555.999996,2555.999996,2521.236889,1784.321158,1482,1449,33,2
2444,MT,Sheridan,3384,2014.382478,1626.094734,1192.685159,182.1508512,2072,2020,52,3
2445,ND,Sheridan,1321,1321.000007,1321.000007,1085.198599,756.0334987,726,689,37,5
2446,NE,Sheridan,5469,3474.629357,2845.625343,1772.339249,413.6336475,2730,2656,74,3
2447,WY,Sheridan,29116,24471.08363,19406.27708,4642.490124,739.7712982,15965,15286,679,4
2448,KS,Sherman,6010,5982.792852,5149.865457,673.2438538,21.95717994,3090,3001,89,3
2449,NE,Sherman,3152,2548.280726,2078.584129,1163.556133,0,1709,1659,50,3
2450,OR,Sherman,1765,1601.213999,1598.178545,782.6800228,11.26843426,888,834,54,6
2451,TX,Sherman,3034,1973.72014,1020.286456,754.1718048,1.414831746,1419,1380,39,3
2452,MI,Shiawassee,70648,61198.40096,47536.51238,0,0,33021,31155,1866,6
2453,ID,Shoshone,12765,8037.452235,5726.365936,502.385601,3.741111952,5126,4722,404,8
2454,MN,Sibley,15226,10851.55569,9194.700708,498.1778557,0,8510,8158,352,4
2455,CA,Sierra,3240,3240.000009,3240.000009,2850.997425,48.53518785,1356,1237,119,9
2456,NM,Sierra,11988,10732.27437,7155.650946,2311.357076,523.9495,4011,3647,364,9
2457,KY,Simpson,17327,14081.79172,9747.867292,0,0,8333,7935,398,5
2458,MS,Simpson,27503,26107.18124,23017.44738,1812.198644,0,10897,10257,640,6
2459,IA,Sioux,33704,22935.20417,13259.79988,28.37728727,0,20773,20259,514,3
2460,ND,Sioux,4153,3439.10428,3248.982575,1695.641711,601.8477837,1294,1237,57,4
2461,NE,Sioux,1311,1310.999995,1310.999995,858.3085135,741.254595,788,768,20,3
2462,CA,Siskiyou,44900,37074.34221,27965.47122,6244.070936,1095.726532,17920,16242,1678,9
2463,AK,Sitka,8881,5066.544569,3261.120994,59.73260224,34.87236052,4607,4395,212,5
2464,WA,Skagit,116901,93646.75905,67612.34918,1780.932569,22.74043597,56713,52843,3870,7
2465,AK,Skagway,968,130.0119135,68.16732529,2.999953762,0.159331717,814,720,94,12
2466,WA,Skamania,11066,10179.93719,9532.847693,503.6441719,35.7287994,4950,4580,370,8
2467,ND,Slope,727,726.9999975,726.9999975,692.3788532,337.2224754,465,453,12,3
2468,KS,Smith,3853,3075.404937,2149.161417,1493.985613,2.254088276,2094,2013,81,4
2469,MS,Smith,16491,15717.37731,14784.86622,2319.399406,0,6754,6392,362,5
2470,TN,Smith,19166,17789.79724,15863.41344,4.19236958,0,8472,7997,475,6
2471,TX,Smith,209714,183294.507,128190.8563,97.98468593,0,103648,99018,4630,5
2472,VA,Smyth,32208,30370.77154,24856.30843,166.9344458,0,13460,12582,878,7
2473,WA,Snohomish,713335,494700.0913,256702.4675,1165.401372,29.82137631,401650,382890,18760,5
2474,PA,Snyder,39702,32281.7016,26863.96456,1485.354027,0,20064,19122,942,5
2475,NM,Socorro,17866,14983.6655,10551.68681,5104.810993,2508.829266,6510,6019,491,8
